customer_id,segment,home_city,home_state,home_lat,home_lon,primary_device_id,known_device_count,rolling_mean_30d,rolling_sd_30d,txn_count_30d,account_age_days,kyc_status,last_updated
CUST000014,STUDENT,Panaji,GA,15.491,73.828,DVC-ef72eac1e0,1,548.68,379.8,46,911,FULL,2026-08-31
CUST000015,GIG_WORKER,Guwahati,AS,26.145,91.736,DVC-0655a6faa9,1,459.04,215.37,52,873,FULL,2026-08-31
CUST000016,AFFLUENT,Mumbai,MH,19.076,72.877,DVC-3836793f2b,1,11748.88,3006.97,47,139,FULL,2026-08-31
CUST000017,AFFLUENT,Bengaluru,KA,12.972,77.594,DVC-074e190c2b,2,14737.02,4393.45,60,804,FULL,2026-08-31
CUST000018,SMALL_BUSINESS,Pune,MH,18.52,73.857,DVC-33aafd9a7c,1,4488.43,2083.31,36,1841,MIN,2026-08-31
CUST000019,SALARIED_URBAN,Ahmedabad,GJ,23.023,72.571,DVC-fca00c50bb,2,1802.34,622.54,39,2187,FULL,2026-08-31
CUST000020,STUDENT,Jaipur,RJ,26.912,75.787,DVC-54290ed498,1,322.73,224.62,33,2564,FULL,2026-08-31
CUST000021,SMALL_BUSINESS,Nagpur,MH,21.146,79.088,DVC-1e61084296,1,2938.54,1075.17,40,1073,FULL,2026-08-31
CUST000022,STUDENT,Chennai,TN,13.083,80.27,DVC-76c6b0c611,2,626.18,378.65,46,1568,FULL,2026-08-31
CUST000023,AFFLUENT,Hyderabad,TG,17.385,78.487,DVC-5aa3d263d8,1,7971.04,3131.57,34,926,FULL,2026-08-31
CUST000024,SMALL_BUSINESS,Delhi,DL,28.614,77.209,DVC-525536b0c0,1,2390.93,1147.21,4,517,FULL,2026-08-31
CUST000025,AFFLUENT,Delhi,DL,28.614,77.209,DVC-4ff9b23fb5,1,16253.85,6002.4,26,2758,FULL,2026-08-31
CUST000026,SMALL_BUSINESS,Panaji,GA,15.491,73.828,DVC-0d26705668,1,2537.67,1072.52,37,2191,FULL,2026-08-31
CUST000027,GIG_WORKER,Guwahati,AS,26.145,91.736,DVC-f31786c41b,3,992.62,583.21,40,1564,FULL,2026-08-31
CUST000028,GIG_WORKER,Pune,MH,18.52,73.857,DVC-d071b2c457,2,838.9,447.0,27,2505,FULL,2026-08-31
CUST000029,STUDENT,Lucknow,UP,26.847,80.947,DVC-cce6cec7e5,1,442.47,265.41,40,692,FULL,2026-08-31
CUST000030,SMALL_BUSINESS,Delhi,DL,28.614,77.209,DVC-97de71a355,3,6647.73,2934.52,36,141,FULL,2026-08-31
CUST000031,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-0a81b0fd75,2,2189.22,759.7,49,2721,FULL,2026-08-31
CUST000032,GIG_WORKER,Kochi,KL,9.932,76.267,DVC-e89368c421,1,781.87,388.53,37,1945,FULL,2026-08-31
CUST000033,SALARIED_URBAN,Chennai,TN,13.083,80.27,DVC-d5c5890540,3,2053.67,790.52,41,2422,FULL,2026-08-31
CUST000034,STUDENT,Panaji,GA,15.491,73.828,DVC-27e1a56eb8,1,603.91,420.19,35,402,FULL,2026-08-31
CUST000035,GIG_WORKER,Chennai,TN,13.083,80.27,DVC-0e412bd834,2,651.12,448.46,55,1920,FULL,2026-08-31
CUST000036,SMALL_BUSINESS,Mumbai,MH,19.076,72.877,DVC-126b6dfbc7,1,7067.34,2998.96,59,513,FULL,2026-08-31
CUST000037,SALARIED_URBAN,Delhi,DL,28.614,77.209,DVC-7877e0aa66,1,1381.1,491.6,35,637,FULL,2026-08-31
CUST000038,GIG_WORKER,Chennai,TN,13.083,80.27,DVC-f79a8053b1,1,1042.79,647.72,40,1624,MIN,2026-08-31
CUST000039,SALARIED_URBAN,Kochi,KL,9.932,76.267,DVC-b883afbb09,1,2324.33,722.55,38,2269,FULL,2026-08-31
CUST000040,GIG_WORKER,Lucknow,UP,26.847,80.947,DVC-78e04f9322,1,1075.27,731.13,36,1849,FULL,2026-08-31
CUST000041,GIG_WORKER,Jaipur,RJ,26.912,75.787,DVC-b5b78abb9d,2,959.99,522.73,8,155,FULL,2026-08-31
CUST000042,AFFLUENT,Bengaluru,KA,12.972,77.594,DVC-d56094cabe,1,4745.76,1775.51,11,1723,MIN,2026-08-31
CUST000043,SALARIED_URBAN,Nagpur,MH,21.146,79.088,DVC-9f4631c306,2,1015.0,395.2,26,403,FULL,2026-08-31
CUST000044,SALARIED_URBAN,Delhi,DL,28.614,77.209,DVC-abbd93537b,1,2499.09,1090.17,60,2240,FULL,2026-08-31
CUST000045,AFFLUENT,Guwahati,AS,26.145,91.736,DVC-57603032fc,3,17522.91,5645.22,20,2096,FULL,2026-08-31
CUST000046,AFFLUENT,Chandigarh,CH,30.734,76.779,DVC-5ec167e47f,1,11518.23,3364.78,38,2873,FULL,2026-08-31
CUST000047,SALARIED_URBAN,Kochi,KL,9.932,76.267,DVC-7a332e557e,3,2399.44,1301.73,31,1976,FULL,2026-08-31
CUST000048,STUDENT,Bengaluru,KA,12.972,77.594,DVC-125d10a2b9,2,401.03,245.03,43,916,FULL,2026-08-31
CUST000049,SMALL_BUSINESS,Mumbai,MH,19.076,72.877,DVC-2bbc7b179e,2,5663.41,2856.51,54,773,FULL,2026-08-31
CUST000050,SMALL_BUSINESS,Guwahati,AS,26.145,91.736,DVC-1a375c89df,1,5713.54,2440.35,44,1617,FULL,2026-08-31
CUST000051,SMALL_BUSINESS,Pune,MH,18.52,73.857,DVC-88d6e6ffbc,1,5984.76,3463.1,24,2390,FULL,2026-08-31
CUST000052,AFFLUENT,Lucknow,UP,26.847,80.947,DVC-ef9776a686,1,8217.48,2393.62,17,1544,FULL,2026-08-31
CUST000053,SALARIED_URBAN,Chandigarh,CH,30.734,76.779,DVC-6a9b114cc3,1,1273.2,699.98,10,2322,FULL,2026-08-31
CUST000054,SMALL_BUSINESS,Kochi,KL,9.932,76.267,DVC-14b353224c,2,2265.45,907.85,47,1165,FULL,2026-08-31
CUST000055,SALARIED_URBAN,Delhi,DL,28.614,77.209,DVC-2cc4d8c2c2,1,2290.72,774.0,46,494,FULL,2026-08-31
CUST000056,AFFLUENT,Delhi,DL,28.614,77.209,DVC-aa6e9a2389,1,8220.21,3572.29,38,839,FULL,2026-08-31
CUST000057,SALARIED_URBAN,Mumbai,MH,19.076,72.877,DVC-3fd8e7d93d,3,1259.41,478.99,47,2529,FULL,2026-08-31
CUST000058,SMALL_BUSINESS,Pune,MH,18.52,73.857,DVC-942592c99b,2,4910.19,2269.24,27,1384,FULL,2026-08-31
CUST000059,SMALL_BUSINESS,Ahmedabad,GJ,23.023,72.571,DVC-5bbd97ad7c,3,7475.55,3002.74,26,2627,FULL,2026-08-31
CUST000060,SALARIED_URBAN,Ahmedabad,GJ,23.023,72.571,DVC-4b68976b83,1,1452.68,472.14,30,1705,FULL,2026-08-31
CUST000061,STUDENT,Mumbai,MH,19.076,72.877,DVC-e25808bb7d,2,519.64,380.36,28,672,FULL,2026-08-31
CUST000062,GIG_WORKER,Bengaluru,KA,12.972,77.594,DVC-917eec4103,1,384.84,263.42,62,2046,FULL,2026-08-31
CUST000063,STUDENT,Ahmedabad,GJ,23.023,72.571,DVC-10188308ca,2,547.19,338.63,31,1631,FULL,2026-08-31
CUST000064,STUDENT,Pune,MH,18.52,73.857,DVC-8c3d44eef7,1,558.79,290.08,63,2379,FULL,2026-08-31
CUST000065,SMALL_BUSINESS,Bengaluru,KA,12.972,77.594,DVC-d0cedc75e9,2,3321.6,1172.54,47,868,FULL,2026-08-31
CUST000066,STUDENT,Chandigarh,CH,30.734,76.779,DVC-eda64a1bfb,1,521.89,296.16,26,853,FULL,2026-08-31
CUST000067,SALARIED_URBAN,Mumbai,MH,19.076,72.877,DVC-c62f0b5b1e,1,2327.18,850.42,14,2561,MIN,2026-08-31
CUST000068,SMALL_BUSINESS,Delhi,DL,28.614,77.209,DVC-40b614d804,1,6664.05,3029.42,30,2290,FULL,2026-08-31
CUST000069,SMALL_BUSINESS,Indore,MP,22.72,75.858,DVC-436ce5519f,1,3655.58,1362.97,19,2363,FULL,2026-08-31
CUST000070,SALARIED_URBAN,Kolkata,WB,22.573,88.364,DVC-0769720a1f,1,1905.48,572.43,42,2517,FULL,2026-08-31
CUST000071,SMALL_BUSINESS,Kolkata,WB,22.573,88.364,DVC-f54f003d95,2,7298.32,2849.57,17,2727,FULL,2026-08-31
CUST000072,AFFLUENT,Ahmedabad,GJ,23.023,72.571,DVC-0c9c929545,1,17626.97,6738.92,17,1814,FULL,2026-08-31
CUST000073,SMALL_BUSINESS,Panaji,GA,15.491,73.828,DVC-e4bf834bb0,2,4876.68,2246.95,24,212,FULL,2026-08-31
CUST000074,SMALL_BUSINESS,Chandigarh,CH,30.734,76.779,DVC-a12702f554,1,3650.66,1968.95,44,606,MIN,2026-08-31
CUST000075,SMALL_BUSINESS,Jaipur,RJ,26.912,75.787,DVC-89370db383,1,7247.85,3373.27,39,290,FULL,2026-08-31
CUST000076,AFFLUENT,Jaipur,RJ,26.912,75.787,DVC-739edf8835,1,9093.78,3238.79,39,981,FULL,2026-08-31
CUST000077,SMALL_BUSINESS,Chandigarh,CH,30.734,76.779,DVC-64f297ac5e,1,5013.51,2261.72,42,1859,FULL,2026-08-31
CUST000078,SALARIED_URBAN,Bengaluru,KA,12.972,77.594,DVC-73e258e093,1,1046.78,432.25,70,141,FULL,2026-08-31
CUST000079,STUDENT,Bengaluru,KA,12.972,77.594,DVC-e75a3956a4,2,510.44,358.85,66,190,FULL,2026-08-31
CUST000080,GIG_WORKER,Mumbai,MH,19.076,72.877,DVC-66063c0f92,2,1051.11,466.74,47,2555,FULL,2026-08-31
CUST000081,GIG_WORKER,Chandigarh,CH,30.734,76.779,DVC-05a3855e51,2,936.95,470.38,30,2251,FULL,2026-08-31
CUST000082,STUDENT,Jaipur,RJ,26.912,75.787,DVC-753b0e98e5,2,470.77,341.69,28,1511,FULL,2026-08-31
CUST000083,AFFLUENT,Bengaluru,KA,12.972,77.594,DVC-a4f771f4e7,2,13145.69,3699.29,21,1382,FULL,2026-08-31
CUST000084,SALARIED_URBAN,Kochi,KL,9.932,76.267,DVC-6d65a48e55,1,1282.99,483.95,44,2054,FULL,2026-08-31
CUST000085,SALARIED_URBAN,Chandigarh,CH,30.734,76.779,DVC-0285177b53,1,1780.16,669.97,15,1264,FULL,2026-08-31
CUST000086,SMALL_BUSINESS,Chennai,TN,13.083,80.27,DVC-a8f251b710,1,4692.98,1826.62,24,2138,FULL,2026-08-31
CUST000087,STUDENT,Indore,MP,22.72,75.858,DVC-b8aaa23b12,1,410.68,213.91,38,492,FULL,2026-08-31
CUST000088,STUDENT,Ahmedabad,GJ,23.023,72.571,DVC-49d09d6b86,2,589.24,298.28,13,154,FULL,2026-08-31
CUST000089,STUDENT,Lucknow,UP,26.847,80.947,DVC-aa9e431e0c,2,603.3,418.58,30,945,FULL,2026-08-31
CUST000090,GIG_WORKER,Lucknow,UP,26.847,80.947,DVC-94e05e725b,2,667.99,387.74,43,1629,FULL,2026-08-31
CUST000091,SMALL_BUSINESS,Nagpur,MH,21.146,79.088,DVC-cc5e272c2c,1,7273.7,3362.22,24,2354,FULL,2026-08-31
CUST000092,AFFLUENT,Delhi,DL,28.614,77.209,DVC-bd601527ce,1,16535.27,4771.91,35,709,FULL,2026-08-31
CUST000093,SALARIED_URBAN,Jaipur,RJ,26.912,75.787,DVC-2f34702088,1,1802.63,788.38,61,1442,FULL,2026-08-31
CUST000094,SMALL_BUSINESS,Panaji,GA,15.491,73.828,DVC-7cf525634e,1,5381.63,2201.33,47,1578,FULL,2026-08-31
CUST000095,SMALL_BUSINESS,Lucknow,UP,26.847,80.947,DVC-0a505a2831,1,3358.45,1727.56,45,1207,FULL,2026-08-31
CUST000096,STUDENT,Kolkata,WB,22.573,88.364,DVC-5500419d44,1,252.39,130.24,23,2141,FULL,2026-08-31
CUST000097,GIG_WORKER,Panaji,GA,15.491,73.828,DVC-f797f23dd2,2,1003.79,491.57,36,2129,FULL,2026-08-31
CUST000098,GIG_WORKER,Chandigarh,CH,30.734,76.779,DVC-b3563343fd,3,1020.56,583.07,68,711,FULL,2026-08-31
CUST000099,SALARIED_URBAN,Nagpur,MH,21.146,79.088,DVC-3ae6249890,2,2145.81,1153.03,35,1929,FULL,2026-08-31
CUST000100,SALARIED_URBAN,Nagpur,MH,21.146,79.088,DVC-0332abe6ca,2,1031.11,448.75,61,1352,FULL,2026-08-31
CUST000101,SALARIED_URBAN,Delhi,DL,28.614,77.209,DVC-9618cd1735,2,1397.61,468.48,48,2352,FULL,2026-08-31
CUST000102,AFFLUENT,Bengaluru,KA,12.972,77.594,DVC-f186112540,1,14956.51,5311.47,19,1511,FULL,2026-08-31
CUST000103,SMALL_BUSINESS,Chennai,TN,13.083,80.27,DVC-d653eb0347,3,4033.5,2015.68,42,528,FULL,2026-08-31
CUST000104,SALARIED_URBAN,Nagpur,MH,21.146,79.088,DVC-fc96c2e66f,2,1282.63,663.54,53,389,FULL,2026-08-31
CUST000105,STUDENT,Lucknow,UP,26.847,80.947,DVC-dfacdc13e4,1,478.61,250.3,59,2145,FULL,2026-08-31
CUST000106,SALARIED_URBAN,Delhi,DL,28.614,77.209,DVC-f519467cd2,1,1172.5,644.67,36,790,FULL,2026-08-31
CUST000107,SMALL_BUSINESS,Bengaluru,KA,12.972,77.594,DVC-387f9c9bfe,1,6335.06,2660.79,45,1873,FULL,2026-08-31
CUST000108,SMALL_BUSINESS,Ahmedabad,GJ,23.023,72.571,DVC-7c83fa3394,2,4855.78,2797.87,65,890,FULL,2026-08-31
CUST000109,SALARIED_URBAN,Guwahati,AS,26.145,91.736,DVC-76e9dd5aad,1,2333.67,733.01,40,796,FULL,2026-08-31
CUST000110,AFFLUENT,Kolkata,WB,22.573,88.364,DVC-2b2fc8fd7a,1,11442.46,3816.56,22,842,FULL,2026-08-31
CUST000111,SALARIED_URBAN,Jaipur,RJ,26.912,75.787,DVC-2544bbc7d3,2,2219.0,828.95,45,1856,FULL,2026-08-31
CUST000112,SMALL_BUSINESS,Jaipur,RJ,26.912,75.787,DVC-8342a975b8,2,4061.97,1473.07,54,597,FULL,2026-08-31
CUST000113,STUDENT,Chennai,TN,13.083,80.27,DVC-f4c10c2ff5,1,439.08,279.71,42,336,FULL,2026-08-31
CUST000114,SMALL_BUSINESS,Lucknow,UP,26.847,80.947,DVC-92ac554345,2,7080.27,3252.38,64,2657,FULL,2026-08-31
CUST000115,SMALL_BUSINESS,Hyderabad,TG,17.385,78.487,DVC-1621ad745c,1,5854.94,3018.92,44,1770,FULL,2026-08-31
CUST000116,SMALL_BUSINESS,Mumbai,MH,19.076,72.877,DVC-1821ac21e4,2,3361.92,1791.95,38,931,FULL,2026-08-31
CUST000117,GIG_WORKER,Hyderabad,TG,17.385,78.487,DVC-44e90eec2a,1,481.5,283.95,35,2432,FULL,2026-08-31
CUST000118,SMALL_BUSINESS,Hyderabad,TG,17.385,78.487,DVC-13a70759ac,1,5645.69,2978.91,65,1185,FULL,2026-08-31
CUST000119,SMALL_BUSINESS,Panaji,GA,15.491,73.828,DVC-edfee25ab4,1,5008.58,2272.47,19,2027,FULL,2026-08-31
CUST000120,GIG_WORKER,Hyderabad,TG,17.385,78.487,DVC-b36cc1e661,2,539.48,251.92,29,1348,FULL,2026-08-31
CUST000121,AFFLUENT,Pune,MH,18.52,73.857,DVC-b96d840716,2,4659.92,1211.54,36,1326,FULL,2026-08-31
CUST000122,GIG_WORKER,Ahmedabad,GJ,23.023,72.571,DVC-d408d3dbe5,1,1039.16,466.25,34,353,FULL,2026-08-31
CUST000123,STUDENT,Chennai,TN,13.083,80.27,DVC-77f2a556cf,1,345.56,156.96,39,2079,FULL,2026-08-31
CUST000124,GIG_WORKER,Jaipur,RJ,26.912,75.787,DVC-25cbe27b5d,2,994.68,416.45,30,1590,FULL,2026-08-31
CUST000125,SMALL_BUSINESS,Hyderabad,TG,17.385,78.487,DVC-94eaf15931,1,3370.94,1664.84,34,2049,FULL,2026-08-31
CUST000126,GIG_WORKER,Kochi,KL,9.932,76.267,DVC-0748b77477,1,967.34,498.7,45,1712,FULL,2026-08-31
CUST000127,SALARIED_URBAN,Chennai,TN,13.083,80.27,DVC-7c47f72ad5,1,2500.86,1117.34,16,1377,FULL,2026-08-31
CUST000128,GIG_WORKER,Indore,MP,22.72,75.858,DVC-f725b0e3b5,1,955.54,464.38,41,2595,FULL,2026-08-31
CUST000129,AFFLUENT,Pune,MH,18.52,73.857,DVC-f1035fba51,1,10476.04,2958.15,49,1270,MIN,2026-08-31
CUST000130,SMALL_BUSINESS,Jaipur,RJ,26.912,75.787,DVC-4b26915970,1,5812.41,2152.85,43,717,FULL,2026-08-31
CUST000131,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-24e102cd17,1,1215.03,421.16,26,648,MIN,2026-08-31
CUST000132,SALARIED_URBAN,Lucknow,UP,26.847,80.947,DVC-e82b3ee75f,2,2423.96,1191.58,36,224,FULL,2026-08-31
CUST000133,AFFLUENT,Kolkata,WB,22.573,88.364,DVC-c57c0d9cc2,1,12200.28,5266.28,47,2709,FULL,2026-08-31
CUST000134,SMALL_BUSINESS,Mumbai,MH,19.076,72.877,DVC-94393f9467,2,4445.09,2314.99,42,52,FULL,2026-08-31
CUST000135,SALARIED_URBAN,Lucknow,UP,26.847,80.947,DVC-5433947cb0,1,1353.93,671.1,54,2115,FULL,2026-08-31
CUST000136,SALARIED_URBAN,Ahmedabad,GJ,23.023,72.571,DVC-5b0104f602,2,2435.91,1188.42,35,1796,FULL,2026-08-31
CUST000137,GIG_WORKER,Mumbai,MH,19.076,72.877,DVC-7cdac33b05,2,400.85,172.31,24,689,FULL,2026-08-31
CUST000138,AFFLUENT,Mumbai,MH,19.076,72.877,DVC-242c3c001b,1,9355.85,2686.81,40,2612,FULL,2026-08-31
CUST000139,STUDENT,Kolkata,WB,22.573,88.364,DVC-2686d638d6,1,418.8,298.37,25,1306,FULL,2026-08-31
CUST000140,STUDENT,Mumbai,MH,19.076,72.877,DVC-583ce31ca0,2,227.02,140.64,51,1158,FULL,2026-08-31
CUST000141,SALARIED_URBAN,Delhi,DL,28.614,77.209,DVC-eb7b1bdb49,1,2010.34,798.65,45,2608,FULL,2026-08-31
CUST000142,GIG_WORKER,Guwahati,AS,26.145,91.736,DVC-9b7d742445,2,863.44,501.86,77,1592,MIN,2026-08-31
CUST000143,AFFLUENT,Mumbai,MH,19.076,72.877,DVC-bbdbdb8a1d,1,5645.38,1736.26,49,1948,FULL,2026-08-31
CUST000144,SALARIED_URBAN,Ahmedabad,GJ,23.023,72.571,DVC-9eecb17743,2,1129.94,440.1,54,2843,FULL,2026-08-31
CUST000145,STUDENT,Hyderabad,TG,17.385,78.487,DVC-b221adb62b,2,334.54,153.51,26,805,FULL,2026-08-31
CUST000146,STUDENT,Mumbai,MH,19.076,72.877,DVC-644974380c,1,296.45,144.52,21,1832,FULL,2026-08-31
CUST000147,GIG_WORKER,Kochi,KL,9.932,76.267,DVC-53a6ef5ae4,1,650.8,361.53,43,2344,FULL,2026-08-31
CUST000148,GIG_WORKER,Mumbai,MH,19.076,72.877,DVC-e20bb11f35,1,702.27,401.46,44,665,FULL,2026-08-31
CUST000149,AFFLUENT,Jaipur,RJ,26.912,75.787,DVC-fae97ce6a1,2,15205.75,6837.9,36,2072,FULL,2026-08-31
CUST000150,SALARIED_URBAN,Delhi,DL,28.614,77.209,DVC-f2cb81e8fb,2,1181.96,497.56,33,1748,FULL,2026-08-31
CUST000151,STUDENT,Lucknow,UP,26.847,80.947,DVC-c0c750777b,2,212.97,115.62,26,1293,MIN,2026-08-31
CUST000152,AFFLUENT,Kochi,KL,9.932,76.267,DVC-a356ca536c,1,11435.97,2865.28,37,2071,FULL,2026-08-31
CUST000153,SALARIED_URBAN,Mumbai,MH,19.076,72.877,DVC-6e9186b60a,3,2062.88,868.64,41,1688,FULL,2026-08-31
CUST000154,GIG_WORKER,Delhi,DL,28.614,77.209,DVC-92bf11ea8d,3,503.04,284.4,29,1425,FULL,2026-08-31
CUST000155,SALARIED_URBAN,Chennai,TN,13.083,80.27,DVC-7036050746,1,1238.84,439.86,5,1921,FULL,2026-08-31
CUST000156,GIG_WORKER,Indore,MP,22.72,75.858,DVC-6de87e63b2,1,858.37,373.56,37,1156,FULL,2026-08-31
CUST000157,STUDENT,Delhi,DL,28.614,77.209,DVC-747dce31eb,3,318.41,160.34,28,2061,FULL,2026-08-31
CUST000158,AFFLUENT,Kolkata,WB,22.573,88.364,DVC-25fd7a880e,2,13855.29,4907.42,50,1673,FULL,2026-08-31
CUST000159,GIG_WORKER,Panaji,GA,15.491,73.828,DVC-4623bf94e2,1,501.78,327.11,33,809,FULL,2026-08-31
CUST000160,SMALL_BUSINESS,Guwahati,AS,26.145,91.736,DVC-20597fcd6a,1,2917.96,1663.08,52,1011,FULL,2026-08-31
CUST000161,SMALL_BUSINESS,Delhi,DL,28.614,77.209,DVC-72dc26f685,1,3962.8,2129.38,56,1320,MIN,2026-08-31
CUST000162,GIG_WORKER,Ahmedabad,GJ,23.023,72.571,DVC-7258491b5b,2,1055.59,491.92,28,2569,FULL,2026-08-31
CUST000163,STUDENT,Jaipur,RJ,26.912,75.787,DVC-aca8f57072,1,417.86,312.65,32,486,FULL,2026-08-31
CUST000164,SMALL_BUSINESS,Delhi,DL,28.614,77.209,DVC-471c543079,1,4930.18,2565.53,38,381,MIN,2026-08-31
CUST000165,STUDENT,Kochi,KL,9.932,76.267,DVC-68ec089f13,1,250.79,178.93,30,306,FULL,2026-08-31
CUST000166,AFFLUENT,Pune,MH,18.52,73.857,DVC-a046c6b475,2,17629.65,6506.52,28,1784,FULL,2026-08-31
CUST000167,SMALL_BUSINESS,Ahmedabad,GJ,23.023,72.571,DVC-51b67dc454,2,3857.18,1921.93,70,946,FULL,2026-08-31
CUST000168,STUDENT,Jaipur,RJ,26.912,75.787,DVC-0e01119170,2,242.37,112.94,45,728,FULL,2026-08-31
CUST000169,SMALL_BUSINESS,Lucknow,UP,26.847,80.947,DVC-f78b75526f,2,3162.59,1641.44,31,1820,FULL,2026-08-31
CUST000170,GIG_WORKER,Lucknow,UP,26.847,80.947,DVC-d803ebda69,2,891.25,489.36,21,498,FULL,2026-08-31
CUST000171,SALARIED_URBAN,Delhi,DL,28.614,77.209,DVC-5d8c28f996,1,1085.65,454.93,34,1947,FULL,2026-08-31
CUST000172,GIG_WORKER,Ahmedabad,GJ,23.023,72.571,DVC-ae537c22b0,2,366.1,178.6,40,2477,FULL,2026-08-31
CUST000173,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-03ad3dada3,2,1577.36,508.92,31,1260,FULL,2026-08-31
CUST000174,SALARIED_URBAN,Hyderabad,TG,17.385,78.487,DVC-f185ba9f2d,1,1078.05,402.89,42,2731,FULL,2026-08-31
CUST000175,AFFLUENT,Chennai,TN,13.083,80.27,DVC-8670d5d9a3,1,11710.33,5147.46,39,658,FULL,2026-08-31
CUST000176,SALARIED_URBAN,Nagpur,MH,21.146,79.088,DVC-6542849be7,1,1534.08,804.97,21,2664,FULL,2026-08-31
CUST000177,SALARIED_URBAN,Chandigarh,CH,30.734,76.779,DVC-108cb45165,2,1481.53,469.42,60,2392,MIN,2026-08-31
CUST000178,SMALL_BUSINESS,Chennai,TN,13.083,80.27,DVC-29f297627e,2,2896.16,1335.67,32,1418,FULL,2026-08-31
CUST000179,AFFLUENT,Guwahati,AS,26.145,91.736,DVC-e61f0b4a3d,1,17118.35,6252.51,51,1307,FULL,2026-08-31
CUST000180,SMALL_BUSINESS,Jaipur,RJ,26.912,75.787,DVC-b9811c06ac,1,6886.86,2433.17,66,2611,FULL,2026-08-31
CUST000181,SALARIED_URBAN,Guwahati,AS,26.145,91.736,DVC-e863e875d2,1,2287.97,737.01,42,2301,FULL,2026-08-31
CUST000182,STUDENT,Ahmedabad,GJ,23.023,72.571,DVC-ec2c60710f,2,461.89,228.45,41,1451,FULL,2026-08-31
CUST000183,SALARIED_URBAN,Panaji,GA,15.491,73.828,DVC-4c8e3153b8,1,1122.94,403.23,75,450,FULL,2026-08-31
CUST000184,SALARIED_URBAN,Hyderabad,TG,17.385,78.487,DVC-34fed97884,2,2478.38,931.44,32,819,FULL,2026-08-31
CUST000185,GIG_WORKER,Delhi,DL,28.614,77.209,DVC-b7bea3ad14,1,429.45,219.17,49,2349,FULL,2026-08-31
CUST000186,SALARIED_URBAN,Pune,MH,18.52,73.857,DVC-67f441124e,1,2400.54,1232.54,46,1708,FULL,2026-08-31
CUST000187,GIG_WORKER,Kolkata,WB,22.573,88.364,DVC-4362db2dd4,1,870.9,568.46,45,766,FULL,2026-08-31
CUST000188,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-cc1c1c9573,1,1786.17,885.11,39,2128,FULL,2026-08-31
CUST000189,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-670cbada2a,1,909.41,447.44,35,2820,FULL,2026-08-31
CUST000190,SALARIED_URBAN,Panaji,GA,15.491,73.828,DVC-2d7a33a366,3,1093.62,528.11,47,2851,FULL,2026-08-31
CUST000191,SMALL_BUSINESS,Jaipur,RJ,26.912,75.787,DVC-c1cd07d084,2,5906.71,2753.71,36,1028,FULL,2026-08-31
CUST000192,SALARIED_URBAN,Jaipur,RJ,26.912,75.787,DVC-ccdb5162e2,1,2001.75,690.46,29,2257,MIN,2026-08-31
CUST000193,STUDENT,Jaipur,RJ,26.912,75.787,DVC-fb0338a669,1,242.5,159.51,29,641,FULL,2026-08-31
CUST000194,GIG_WORKER,Pune,MH,18.52,73.857,DVC-c2221b13a1,1,791.38,431.0,17,1079,FULL,2026-08-31
